expte_code,anio,edificio,caratula,fecha_ingreso,ultima_gestion,se_giro_a,tipo_tramite,fecha,etiqueta,resolucion,dependencia_actual
3993,2025,MORGUE -JUNIN 760,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO INSTALADOS EN EL EDIFICIO SEDE DE LA MORGUE JUDICIAL SITO EN JUNIN 760/VIAMONTE 2151 DE LA CABA - OC N° 120/2025,2025-07-14,"Presta conformidad a la continuidad por 4 meses - mismo proveedor : Aclima de Escofe Víctor Daniel al vto OC actual N° 120/2025 31/8/25 , mensual: $1.950.000",SUBDIRECCIÓN DE CONTRATACIONES,,2025-08-06,FINALIZO PARA ESTA DIRECCIÓN,NO,SUBDIRECCIÓN DE CONTRATACIONES
3973,2025,MORGUE -JUNIN 760,"PRÓRROGA DEL SERVICIO DE MANTENIMIENTO INTEGRAL ,PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS ACONDICIONADORES DE AIRE INSTALADOS EN EL EDIFICIO DEL CUERPO MEDICO FORENSE SITO EN LAVALLE 1429 DE LA CIUDAD AUTONOMA DE BUENOS AIRES ORDEN DE COMPRA N° 377/2024",2025-07-15,"“Aclima de Escofe Victor Daniel” prórroga del servicio de mantenimiento del sistema de aire acondicionado del Cuerpo Médico Forense, por el término de 1 mes $1.240.000, al Vto OC 377/2024. hasta 30/9/2025",SUBDIRECCIÓN DE CONTRATACIONES,,2025-08-04,FINALIZO PARA ESTA DIRECCIÓN,NO,SUBDIRECCIÓN DE CONTRATACIONES
3811,2025,DaJuDeCO,ADQUISICION DE INSUMOS SANITARIOS CON DESTINO A LA DIRECCION DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-07-16,Se toma conocimiento se presta conformidad a la continuidad del trámite-,SUBDIRECCIÓN DE CONTRATACIONES,,2025-08-04,FINALIZO PARA ESTA DIRECCIÓN,NO,DIRECCIÓN DE ADMINISTRACIÓN
4095,2025,OVD - LAVALLE 1250,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO CORRESPONDIENTE A LOS LOCALES DESTINADOS A LA OFICINA DE VIOLENCIA DOMESTICA SITA EN LA CALLE LAVALLE 1250 DE ESTA CIUDAD - N° OC 141/2025",2025-07-16,"Presta conformidad a la continuidad del oferente: Teknik SRL por el plazo de 1 (un) mes, con vencimiento el 30 /9/2025 - Nuevo valor $1.709.880 al vto OC N° 141/2025",Subdirección de Contrataciones CSJN,,2025-08-04,FINALIZÓ PARA ESTA DIRECCIÓN,NO,SUBDIRECCIÓN DE CONTRATACIONES
3810,2025,DaJuDeCO,CONTRATACIÓN DEL SERVICIO DE IMPERMEABILIZACIÓN DE PATIOS Y TAREAS COMPLEMENTARIAS EN EL EDIFICIO DE LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-07-28,"Se presta conformidad a la continuidad del trámite (...) conforme las especificaciones técnicas incorporadas por la DAJUDECO, los trabajos a realizar podrían considerarse reparaciones menores.(..)",Subdirección de Contrataciones,,2025-08-04,finalizó,NO,Subdireccion de compras
4096,2025,ARCHIVO GENERAL - HIPÓLITO YRIGOYEN 2041/61,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS ASCENSORES ELECTROMECANICOS INSTALADOS EN LOS EDIFICIOS SITO EN CALLE H YRIGOYEN 2041 Y EN LA CALLE JEAN JAURES 545 CABA Y LA PLATAFORMA HIDRAULICA INSTALADA EN EL EDICIFIO DE LA CALLE JEAN JAURES 545 CABA - N° OC 142/2025,2025-07-28,"Con Reso 1782/2025 Asc. Telesi SRL ($1.095.000) por el plazo de 1 (un) mes, en los mismos términos y condiciones N° 142/2025.",Dirección de Administración,,2025-08-14,FINALIZÓ PARA ESTA DIRECCIÓN,1782/2025,DIRECCIÓN DE ADMINISTRACIÓN
4357,2025,OTROS EDIFICIOS,"CONTINUIDAD DEL SERVICIO DE DESRATIZACION, DESINSECTACION Y CONTROL DE MURCIELAGOS EN DIVERSOS EDIFICIOS DE LA CSJN - OC N° 217/2025",2025-07-29,Tiene RESO 2189/2025 por el término de un (1) mes y adjudicar la misma a la firma “GRUPO EFIA Corte Suprema de Justicia de la Nación S.R.L.total de pesos un millón trescientos cincuenta y tres mil setecientos noventa ($ 1.353.790),Subdirección de Contrataciones,,2025-09-24,FINALIZÓ PARA ESTA DIRECCIÓN,2189/2025,SUBDIRECCIÓN DE CONTRATACIONES CSJN
4239,2025,OTROS EDIFICIOS,ONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LAS ELECTROBOMBAS INSTALADAS EN VARIOS EDIFICIOS DEPENDIENTES DE LA CSJN - OC N° 36/2025,2025-07-31,RESO N° 1731/2025 PROVEEDOR: ACLIMA ESCOFE 3 MESES- mensual $1.200.000 y total $3.600.000,Subdirección de Compras,,2025-08-11,FINALIZÓ PARA ESTA DIRECCIÓN,SI,Dirección de ADMINISTRACIÓN
4356,2025,PALACIO - TALCAHUANO 550,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN LAS CALLES TALCAHUANO 550 Y VILLARINO 2010 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - ORDEN DE COMPRA N° 256/2025,2025-08-04,"RESOLUCIÓN 1858/2025 continuidad por el término de 1 MES (septiembre) $178.000.000 ""LAREDO Y ASOCIADOS"".",Subdirección de Contrataciones,,2025-08-22,FINALIZÓ PARA ESTA DIRECCIÓN,1858/2025,DIRECCIÓN DE ADMINISTRACIÓN
3218,2025,PALACIO - TALCAHUANO 550,REPARACION Y PUESTA EN VALOR DE LOS CUATRO PARARRAYOS DEL PALACIO DE JUSTICIA,2025-05-07,Se elevó el expediente. Nota de elevación: $52.355.124 propuesta de menor valor económico y técnicamente admisible : PROVESER S.R.L.,Dirección de Administración,,2025-07-25,FINALIZÓ PARA ESTA DIRECCIÓN,NO,Dirección de Administración
1027,2025,DaJuDeCO,RENOVACION DEL SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS ASCENSORES INSTALADOS EN EL EDIFICIO DE LA CALLE AVENIDA DE LOS INCAS 3834 DE LA CABA - OC N° 409/2024,2025-05-07,Se toma conocimiento y se presta conformidad a la continuidad del trámite-,Dirección de Administración,,2025-08-18,FINALIZÓ PARA ESTAD IRECCIÓN,NO,DIRECCIÓN DE ADMINISTRACIÓN
1033,2025,DaJuDeCO,"RENOVACION DEL SERVICIO DE DESRATIZACION, DESINSECTACION, DESINFECCION Y CONTROL DE MURCIELAGOS CON DESTINO A LA DIRECCION DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS DEL PODER JUDICIAL DE LA NACION - OFICINA DE CAPTACION DE COMUNICACIONES SITA EN LA AVDA. DE LOS INCAS 3834 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - ORDEN DE COMPRA N° 307/2023",2025-08-11,"RESO 1862/2025 . “GRUPO EFIA S.R.L.” el renglón 1 (ítems 1 y 2) por suma total 2.999.760.a razón de pesos mensuales $ 119.990, los primeros doce (12) meses, y pesos mensuales $129.990. los restantes doce (12) meses",Dirección de Administración,,2025-08-18,FINALIZÓ PARA ESTA DIRECCIÓN,1862/2025,DIRECCIÓN DE ADMINISTRACIÓN
4270,2025,DaJuDeCO,AMPLIACIÓN DE LAS ORDENES DE COMPRA Nº 248/2025 Y 249/2025 QUE TRATA LA ADQUISICIÓN DE VESTIMENTA Y ELEMENTOS DE PROTECCIÓN PERSONAL CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-08-13,"Toma conocimiento, presta conformidad a la continuidad del trámite- Ampliación OC 248 Y 249 /2025 - Elementos de Protección Personal (EPP) DAJUDECO",Dirección de Administración,,2025-08-18,finalizó para esta Dirección,no tiene,Dirección de Gestión
4641,2025,PALACIO - TALCAHUANO 550,Solicitud de partida especial Internet y Telefonía,2025-08-14,"Resolución 1809/2025 .Partida especial - Subdirección de Seguridad $948.309,79",Dirección de Administración,,2025-08-18,FINALIZÓ PARA ESTE DIRECCIÓN,1809/2025,Dirección de Gestión
4128,2025,OTROS EDIFICIOS,Servicio Unificado - Grupos electrógenos (Palacio / Cuerpo Médico Forense/ OVD),2025-09-30,"RESOLUCIÓN 2725/2025 servicio de mantenimiento preventivo y correctivo de tres (3) grupos electrógenos de emergencia : Palacio de Justicia, Cuerpo Médico Forense, y en la Oficina de Violencia Doméstica, (12) meses; junto con trabajos adicionales, y adjudicar a la firma “T.C.L. S.A.” ($ 43.960.805,84.-)",Subdirección de Compras,,2025-11-11,FINALIZÓ PARA ESTA DIRECCIÓN,2725/2025,SUBDIRECCIÓN DE CONTRATACIONES
4129,2025,OTROS EDIFICIOS,Morgue Judicial- Grupos electrógenos,2025-09-22,Se presta conformidad al presupuesto de Fernández Rimbau porque es el único que cotiza el tanque de 500 litros.,Subdirección de contrataciones,,2025-09-22,FINALIZÓ PARA ESTA DIRECCIÓN,no tiene,SUBDIRECCIÓN DE CONTRATACIONES CSJN
EXP. SN Pintura LP,2025,PALACIO - TALCAHUANO 550,"“PINTURA DEL PATIO CENTRAL, CIRCULACIONES DE ACCESO POR CALLE URUGUAY Y GALERÍA A SALÓN DD.HH. DEL PALACIO DE JUSTICIA",2025-08-19,Queda sin efecto por el momento,correo electrónico Delfina A.,,2025-09-29,FINALIZÓ PARA ESTA DIRECCIÓN,no tiene,correo electrónico Delfina A.
4889,2025,OTROS EDIFICIOS,"Renovación del servicio de “Reparación, limpieza y desinfección de los tanques cisterna y elevados de distintos edificios dependientes de la CSJN”",2025-08-20,"RESO 1895/2025. Ciudad Tanque SRL es la más conveniente para los renglones 1, 3, 4, 6 y 7 ($ 8.080.000,00), y PLM Group Servicios Empresariales SRL ($ 5.551.845) para los renglones 2 y 5.",No está en esta Dirección,,2025-08-27,FINALIZÓ PARA ESTA DIRECCIÓN,1895/2025,Subdirección de Contrataciones CSJN
EXP. SN Solados,2025,OTROS EDIFICIOS,"""EJECUCIÓN Y PROVISIÓN DE SOLADO GRANÍTICO PARA HALL DE ACCESO DE TUCUMÁN """,2025-08-21,Compartimos con Delfina el PET on-line,Correo electrónido Delfina A.,,2025-08-25,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Correo electrónido Delfina A.
4537,2025,DaJuDeCO,"""PROVISIÓN Y COLOCACIÓN DE ALFOMBRA MODULAR CON DESTINO A LA DIRECCION DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN""",2025-08-21,"Se tomó conocimiento y prestó conformidad 2/9 - provisión y colocación de alfombra modular, con zócalos de EPS",Dirección de Administración,,2025-09-02,Finalizó para esta Dirección,no tiene,Asuntos Jurídicos
4623,2025,DaJuDeCO,"""AMPLIACIÓN DE LA ORDEN DE COMPRA Nº 66/2025 QUE TRATA LA PROVISIÓN Y COLOCACIÓN DE CARPINTERÍA DE ALUMINIO CON DESTINO A LA DAJUDECO""",2025-08-21,"Nos comparten las actuaciones 10 y 12 donde indican que los trabajos se realizarán en el 2° piso Dpto. de Infra STC, Dpto de distribución y oficinas SSIE",Dirección de Administración,,2025-08-28,FINALIZÓ PARA ESTA DIRECCION,no tiene,Dirección de Administración
4988,2025,OVD - LAVALLE 1250 y CMF-LAVALLE 1429,CONTINUIDAD MANTENIMIENTO GRUPOS ELECTRÓGENOS,2025-08-25,Se presto conformidad,Dirección de Administración,,,FINALIZÓ PARA ESTE DIRECCIÓN,no tiene,Dirección de Administración
5027,2025,PALACIO - TALCAHUANO 550,"RECUPERACIÓN Y PUESTA EN VALOR DE CLARABOYA UBICADA EN PATIO DE AIRE Y LUZ, CONTIGUO AL ASCENSOR 1 DEL PALACIO DE JUSTICIA Y TRABAJOS COMPLEMENTARIOS",2025-08-27,"2066/2025 Tiene Reso. “PROPARQ S.A.S.”, $ 126.000.000,00.",Dirección de Administración,,2025-09-10,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Dirección de Administración
5074,2025,ARCHIVO GENERAL - HIPÓLITO YRIGOYEN 2041/61,"""IMPERMEABILIZACION INTEGRAL DE AZOTEA - HIPOLITO YRIGOYEN 2041/61""",2025-08-26,RESO 2245/2025 JM SERVICIOS LOGÍSTICOS S.R.L $90.028.020.,No está en esta Dirección,,2025-09-29,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,SUBDIRECCIÓN DE CONTRATACIONES CSJN
4998,2025,CUERPO MÉDICO FORENSE/OFICINA DE LA MUJER - LAVALLE 1429,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DEL GRUPO ELECTROGENO DE EMERGENCIA INSTALADO EN EL EDIFICIO DEL CUERPO MEDICO FORENSE SITO EN LAVALLE 1429 Y DEL GRUPO ELECTROGENO DE EMERGENCIA INSTALADO EN EL EDIFICIO DE LA OVD SITO EN LAVALLE 1250 DE LA CABA - OC N° 218/2025,2025-08-21,"Con Reso 1898/2025 - Continuidad por 1 mes Bruquetas $ 260.800, mensual: por edificio: $ 130.400.",No está en esta Dirección,,2025-08-28,FINALIZÓ PARA ESTE DIRECCIÓN,1898/2025,Subdirección de Infraestrcutura CSJN
5050,2025,OVD - LAVALLE 1250,"ADQUISICION, COLOCACION Y MANTENIMIENTO DE DOS AIRES ACONDICIONADOS P/LA PLANTA BAJA DEL EDIFICIO",2025-08-28,Pendiente ver,En esta Dirección,,,PENDIENTE RESOLVER,No tiene,En esta Dirección
4535,2025,MORGUE -JUNIN 760,"RENOVACION DEL SERVICIO ANUAL DE MANTENIMIENTO PREVENTIVO, CORRECTIVO Y DE URGENCIAS DE TRECE ( 13 ) CAMARAS FRIGORIFIAS PARA LA CONSERVACION DE CADAVERES Y MUESTRAS PATOLOGICAS INSTALADAS EN LA MORGUE JUDICIAL ORDEN DE COMPRA N° 467/2023",2025-09-01,Se gira a Infraestrcutura CSJN,Subdirección de Contrataciones,,2025-11-19,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Subdirección de Infraestructura
7552,2025,PALACIO - TALCAHUANO 550,RESTAURACION FACHADAS DE PATIOS INTERIORES 3 Y 4 Y OBRAS COMPLEMENTARIAS DEL PALACIO DE JUSTICIA ( ETAPA VI ) TALCAHUANO 550 CABA LIC PUBLICA N° 272/2023 ( EXPTE N° 3907/2022 ) LICITACION DESIERTA,2025-09-01,"Mediante ESC 2729/2025 - Mediante reso 3400/2025 :Designar a la Arquitecta Delfina Apaolaza como Inspector de Obra de los trabajos de “Restauración de fachadas de patios interiores 3 y 4 y obras complementarias del Palacio de Justicia (Etapa VI), Talcahuano 550, C.A.B.A.”; en el marco de lo establecido por el artículo 37º de las Cláusulas Especiales del Pliego de Bases y Condiciones y de acuerdo a lo establecido por el artículo 28º de la ley 13.064.",No está en esta Dirección,,2025-12-23,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,SUBDIRECCIÓN DE INFRAESTRUCTURA
5739,2025,PALACIO - TALCAHUANO 550,"""Provisión e instalación de equipamiento de climatización para la biblioteca del Palacio de Justicia""",2025-09-01,Se corrigió nota de elevación - Se eleva con documental Teknik $175.226.100-,Infraestrcutura,,2025-10-01,PENDIENTE RESOLVER,No tiene,Subdirección de Infraestrcutura CSJN
sn simil piedra ARGIBAY,2025,PALACIO - TALCAHUANO 550,"RECUPERACIÓN DEL SÍMIL PIEDRA ORIGINAL DEL SECTOR CONTIGUO AL SALÓN “ARGIBAY”, DEL PALACIO DE JUSTICIA, Y TAREAS COMPLEMENTARIAS",2025-09-01,Pendiente ver,Correo electrónico Delfina,,,PENDIENTE RESOLVER,No tiene,Correo electrónico Delfina
4,2025,PALACIO - TALCAHUANO 550,"LIMPIEZA Y CONSOLIDACIÓN DE REVESTIMIENTOS Y CARPINTERÍAS DEL PATIO DE AIRE Y LUZ Y CIRCULACIÓN DEL 4° PISO, SALONES DE CORTE, DEL PALACIO DE JUSTICIA, Y TAREAS COMPLEMENTARIAS",2025-09-01,Compartido P.E.T con Delfi/Fede,Correo electrónico Delfina,,2025-09-25,PENDIENTE RESOLVER,No tiene,Correo electrónico Delfina
5225,2023,PALACIO - TALCAHUANO 550,REFUERZO ESTRUCTURA PARCIAL DE LA AZOTEA 7° PISO (ETAPA III - MODULOS) DEL PALACIO DE JUSTICIA-,2025-09-02,"ESC 3180/2025 volvió a nuestra bandeja sin actuaciones $ 37.970.650,80) . S.R ""mantenerlo en esta Dirección )",Dirección de Administración,,2025-10-08,EN TRAMITE PARA ESTA DIRECCIÓN,No tiene,Dirección de Administración
5196,2025,PALACIO - TALCAHUANO 550,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN LAS CALLES TALCAHUANO 550 Y VILLARINO 2010 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - ORDEN DE COMPRA N° 321/2025,2025-09-03,"RESO 2140/2025 por la suma total de pesos quinientos setenta millones ($ 570.000.000.-), a razón de pesos mensuales ciento noventa millones ($ 190.000.000.-LAREDO Y ASOCIADOS S.R.L",Subdirección de Contrataciones CSJN,,2025-09-22,FINALIZÓ PARA ESTA DIRECCION,2101/2025,Subdirección de Contrataciones CSJN
2730,2025,PALACIO - TALCAHUANO 550,DESIGNACION DE PROFESIONAL P/DESEMPEÑARSE COMO DIRECTOR E INNSPECTOR DE OBRA,2025-09-03,-AGREGADO AL EXPEDIENTE PRINCIPAL 5225/2023 - No está en esta Dirección,Subdirección de Infraestructura,,2025-09-05,PENDIENTE RESOLVER,No tiene,SUBDIRECCIÓN DE INFRAESTRCUTURA
6220,2025,PALACIO - TALCAHUANO 550,Reacondicionamiento del acceso y la sala de consultas de la biblioteca del tribunal.,2025-09-05,"Resolución 2490/2025 “PROPARQ S.A.S.”, por la suma total de pesos setenta y ocho millones novecientos cincuenta y nueve mil doscientos ($ 78.959.200,00.-)",Subdirección de Contrataciones,,2025-10-27,finalizó para esta Dirección,2490/2025,Subdirección de Contrataciones
sn Consolidación de Ornamentos,2025,PALACIO - TALCAHUANO 550,"CONSOLIDACIÓN DE ORNAMENTOS, MOLDURAS Y REVOQUES DEL CIELORRASOS DEL HALL DE ACCESO SOBRE TALCAHUANO Y PASILLOS LATERALES, DEL PALACIO DE JUSTICIA",2025-09-08,Pendiente ver -,Correo electrónico Delfi,,,PENDIENTE RESOLVER,No tiene,Correo electrónico Delfi
4408,2025,PALACIO - TALCAHUANO 550,TRABAJOS DE ADECUACION Y PUESTA EN VALOR DE LOS HALLES DE ACCESO PRINCIPAL DE LA CALLE TUCUMAN Y CALLE LAVALLE DEL PALACIO DE JUSTICIA,2025-08-27,"Tiene Reso 2038/2025 adjudicar a la firma “HIT CONSTRUCCIONES S.A.”, por la suma total de pesos ciento setenta y siete millones ochocientos ochenta y un mil quinientos ($ 177.881.500,00.-)",Dirección de Adminisitración,,2025-09-08,FINALIZÓ PARA ESTA DIRECCIÓN,2038/2025,Dirección de Administración
5112,2025,PALACIO - TALCAHUANO 550,ADQUISICION DE SILLAS ERGONOMICAS PARA DEPENDENCIAS CORTE SUPREMA JUSTICIA DE LA NACION,2025-09-08,Se elevó con documental,Dirección de Adminisitración,,,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,Dirección de Administración
5113,2025,PALACIO - TALCAHUANO 550,PARTIDA ESPECIAL IMÁGENES DE REPRESENTACIÓN TRIDIMENSIONAL,2025-09-08,"Tiene Resolución 2072/2025 $794.000 imágenes de representación tridimensional del Palacio de Justicia, necesaria para la correcta instalación de los puestos de control en los accesos.",Dirección de Adminisitración,,2025-09-11,FINALIZÓ PARA ESTE DIRECCIÓN,2172/2025,Dirección de Administración
SN,2025,PALACIO - TALCAHUANO 550,"“Aislación hidrófuga parcial de la Azotea del 9° piso, Palacio de Justicia, Talcahuano 550, –C.A.B.A.-”",2025-09-08,Versión final con cambios resueltos para cotización- Aislación hidrófuga,Correo electrónico Iván,,2025-08-29,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Correo electrónico Iván
5172,2025,DaJuDeCO,READECUACION DEL SISTEMA DE TRANSFERENCIA ELECTRICA CON DESTINO A LA DIRECCION DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACION,2025-09-08,"RESO 2239/2025 “FACOEL ARGENTINA S.R.L.” por la suma total de pesos $ 50.118.664,42.",Dajudeco,,2025-09-26,FINALIZÓ PARA ESTA DIRECCIÓN,2239/2025,Dirección de Administración
5173,2025,DaJuDeCO,ADQUISICIÓN DE INSUMOS DE PINTURERÍA CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-09-08,Tiene RESO 2159/2025,Dirección de Administración,,2025-09-23,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,DIRECCIÓN DE ADMINISTRACIÓN
5367,2025,DaJuDeCO,"$130.000,00 PARTIDA ESPECIAL P/CONTRATACION DE SERVICIO DE VOLQUETE",2025-09-09,Tiene RESO 2087/2025 Partida especial: contratación de 1 volquete 130k,Dajudeco,,2025-09-12,FINALIZÓ PARA ESTE DIRECCIÓN,2087/2025,DIRECCION DE ADMINISTRACIÓN
6400,2025,PALACIO - TALCAHUANO 550,PROYECTO MUSEO CSJN - PROVISION INSTALACION Y PUESTA EN MARCHA DE UN SISTEMA ANTIHUMEDAD POR ELECTROOSMOSIS INVERSA,2025-09-09,"Se elevó con documental y propuesta de Watertec ($9.922.000,00)",sUBDIRECCIÓN DE CONTRATACIONES,,2025-10-22,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,SUBDIRECCION DE CONTRATACIONES
SN,2025,PALACIO - TALCAHUANO 550,SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE Y SERVICIOS COMPLEMENTARIOS DE LOGÍSTICA ...,2025-09-11,"pet actualizado pendiente resolver cantidades Lts., listado de flota, y responder comentarios.",En esta Dirección,,,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,En esta Dirección
5481,2025,CUERPO DE PERITOS - BARTOLOMÉ MITRE 718/20,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO CON ATENCION DIARIA DE LA INSTALACION TERMOMECANICA DEL EDIFICIO BARTOLOME MITRE 718 OC N° 149/2025",2025-09-15,"RESO 2152/2025 .Por el término de un (1) mes y adjudicar la misma a la firma “ACLIMA de ESCOFE VICTOR DANIEL”, a partir del vencimiento de la orden de compra n° 149/2025 $1.200.000-",COMPRAS,,2025-09-22,FINALIZÓ PARA ESTA DIRECCIÓN,2152/2025,SUBDIRECCIÓN DE CONTRATACIONES CSJN
5518,2025,PALACIO - TALCAHUANO 550,TRASLADO DE BIENES ACORDADA N° 22/2025,2025-09-15,Finalizó para esta Dirección,En esta Dirección,,2025-09-22,finalizó,No tiene,En esta Dirección
5484,2025,NOTI.Y SUBASTAS-JEAN JEAURES 545,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL,PREVENTIVO,CORRECTIVO Y CON ATENCION DIARIA DE LA INSTALACION TERMOMECANICA DEL EDIFICIO DE LA CALLE JEAN JAURES 545 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - N° OC 276/2025",2025-09-15,RESO 2163/2025 Presta conformidad a la continuidad del trámite 1 mes $4.913.732- TEKNIK SRL al vto OC 276/2025.,COMPRAS,,2025-09-23,FINALIZÓ PARA ESTAD DIRECCIÓN,2163/2025,SUBDIRECCIÓN DE CONTRATACIONES CSJN
5472,2025,MORGUE -JUNIN 760,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO INSTALADO EN EL EDIFICIO SEDE DE LA MORGUE JUDICIAL SITO EN JUNIN 760/VIAMONTE 2151 DE LA CABA - OC N° 306/2025”.,2025-09-16,"TIENE RESO 2157/2025 por el término de un (1) mes, y adjudicar la ACLIMA ESCOFE VICTOR $1.950.000 al vto O.C N° 306/2025",COMPRAS,,2025-09-22,FINALIZÓ PARA ESTA DIRECCIÓN,2157/2025,Subdirección de Contrataciones CSJN
5479,2025,OVD - LAVALLE 1250,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO CORRESPONDIENTE A LOS LOCALES DESTINADOS A LA OFICINA DE VIOLENCIA DOMESTICA SITA EN LA CALLE LAVALLE 1250 DE ESTA CIUDAD - N° OC 299/2025",2025-09-16,"por el término de un (1) mes y adjudicar la misma a la firma “TEKNIK S.R.L.”, a partir del vencimiento de la orden de compra n° 299/2025",Compras,,2025-09-22,FINALIZÓ PARA ESTA DIRECCIÓN,2155/2025,Subdirección de Contrataciones
5495,2025,NOTI.Y SUBASTAS-JEAN JEAURES 545,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS ASCENSORES ELECTROMECANICOS INSTALADOS EN LOS EDIFICIOS SITO EN CALLE H YRIGOYEN 2041 Y EN LA CALLE JEAN JAURES 545 CABA Y LA PLATAFORMA HIDRAULICA INSTALADA EN EL EDICIFIO DE LA CALLE JEAN JAURES 545 CABA - N° OC 316/2025,2025-09-19,"Tiene RESO 2227/2025 por el término de un (1) mes y adjudicar la misma a la firma “ASC TELESI S.R.L.”, a partir del vencimiento de la orden de compra n° 316/2025 -en los mismos términos y condiciones técnicas y económicas oportunamente pactados en la orden de compra mencionada-, por la suma total de pesos un millón noventa y cinco mil($ 1.095.000)",en esta Dirección,,2025-09-25,FINALIZÓ PARA ESTA DIRECCIÓN,2227/2025,Subdirección de Contrataciones
5698,2025,PALACIO - TALCAHUANO 550,CONTRATO INSPECTOR DE OBRA,2025-09-17,Desde el 31/10 en la Dirección de Administración,Dirección de Administración,,2025-11-03,FINALIZÓ PARA ESTA DIRECCIÓN,no,Dirección de Administración
70652025,2025,OTROS EDIFICIOS,"Servicio de mantenimiento integral, preventivo y correctivo de electrobombas instaladas en diversos edificios dependientes de la C.S.J.N",2025-09-22,"RESO 2997/2025 Contratación del servicio de mantenimiento integral, preventivo y correctivo de las electrobombas instaladas en edificios varios de la Corte Suprema de Justicia de la Nación por el término de doce (12) meses y adjudicar a “ACLIMA DE ESCOFE VICTOR DANIEL”, por la suma total de $ 16.920.000 y mensual de: $1.410.000.",operativo,,2025-11-25,FINALIZÓ PARA ESTA DIRECCIÓN,no,Compras
4837,2025,OTROS EDIFICIOS,CONTRATACIÓN DE UN SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LAS INSTALACIONES TERMOMECÁNICAS Y DE AIRES ACONDICIONADOS DEL CUERPO PERICIAL (BARTOLOMÉ MITRE 718-CABA) Y SUBASTAS JUDICIALES Y NOTIFICACIONES DE LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN (JEAN JAURES 545-CABA),2025-10-03,La subdirección de infraestructura informó que se tramitará por licitación pública,Dirección de Administración,,2025-11-18,FINALIZÓ PARA ESTA DIRECCIÓN,no,Dirección de Administración
